V1	VCF0009x	VCF0010x	VCF0011x	VCF0009y	VCF0009z	VCF0010z	VCF0011z	VCF0018a	VCF0050a	VCF0071c	VCF0102	VCF0104	VCF0106	VCF0108	VCF0112	VCF0113	VCF0114	VCF0118	VCF0127	VCF0128	VCF0130a	VCF0140	VCF0143	VCF0146	VCF0147	VCF0148a	VCF0149	VCF0156	VCF0157	VCF0209	VCF0210	VCF0211	VCF0212	VCF0218	VCF0223	VCF0224	VCF0227	VCF0228	VCF0232	VCF0233	VCF0253	VCF0290	VCF0291	VCF0303	VCF0305	VCF0310	VCF0346	VCF0349	VCF0358	VCF0359	VCF0360	VCF0361	VCF0370	VCF0371	VCF0372	VCF0373	VCF0374	VCF0380	VCF0386	VCF0392	VCF0412	VCF0413	VCF0414	VCF0415	VCF0424	VCF0425	VCF0426	VCF0427	VCF0428	VCF0450	VCF0475	VCF0481	VCF0487	VCF0493	VCF0501	VCF0502	VCF0503	VCF0504	VCF0605	VCF0606	VCF0609	VCF0613	VCF0624	VCF0648	VCF0649	VCF0656	VCF0703	VCF0704	VCF0719	VCF0721	VCF0723a	VCF0729	VCF0733	VCF0734	VCF0741	VCF0801	VCF0804	VCF0806	VCF0809	VCF0823	VCF0830	VCF0838	VCF0839	VCF0843	VCF0846	VCF0847	VCF0849	VCF0850	VCF0851	VCF0852	VCF0853	VCF0854	VCF0867	VCF0870	VCF0871	VCF0872	VCF0876	VCF0878	VCF0879a	VCF0880	VCF0881	VCF0886	VCF0887	VCF0888	VCF0890	VCF0894	VCF0903	VCF0905	VCF0991	VCF0992	VCF1011	VCF9005	VCF9009	VCF9013	VCF9016	VCF9017	VCF9018	VCF9021	VCF9022	VCF9023	VCF9027	VCF9028	VCF9029	VCF9030a	VCF9030b	VCF9030c	VCF9031	VCF9032	VCF9039	VCF9040	VCF9041	VCF9042	VCF9045	VCF9047	VCF9048	VCF9049	VCF9054	VCF9069	VCF9081	VCF9084	VCF9085	VCF9086	VCF9087	VCF9088	VCF9089	VCF9092	VCF9093	VCF9094	VCF9095	VCF9096	VCF9122	VCF9131	VCF9132	VCF9133	VCF9201	VCF9202	VCF9203	VCF9204	VCF9205	VCF9206	VCF9207	VCF9208	VCF9209	VCF9210	VCF9211	VCF9212	VCF9213	VCF9214	VCF9215	VCF9216	VCF9217	VCF9218	VCF9219	VCF9220	VCF9221	VCF9222	VCF9223	VCF9224	VCF9225	VCF9226	VCF9227	VCF9228	VCF9229	VCF9230	VCF9232	VCF9233	VCF9234	VCF9235	VCF9236	VCF9237	VCF9238	VCF9239	VCF9240	VCF9241	VCF9242	VCF9243	VCF9244	VCF9245	VCF9246	VCF9247	VCF9248	VCF9249	VCF9250	VCF9251	VCF9252	VCF9253	VCF9255	VCF9256	VCF9257	VCF9258	VCF9259	VCF9260	VCF9261	VCF9262	VCF9265	VCF9267	VCF9268	VCF9269	VCF9270	VCF9271	VCF9272	VCF9273	VCF9275	VCF9277	VCF9278	VCF9279	VCF9280	VCF9281	VCF9282
2071	0	0	0	0.611	0.625	0.625	0.625	0	9	9	5	1	1	2	3	1	3	1	2	1	2	4	1	1	1	3	3	5	5	40	70	40	50	61	50	42	50	40	40	15	50	52	60	3	3	3	1	1	2	2	1	1	1	1	1	1	1	1	1	5	61	49	78	57	60	85	62	71	70	2	1	1	1	1	2	2	3	6	1	1	1	1	1	0	0	0	3	2	1	1	2	1	7	9	2	54	3	1	1	1	4	3	6	1	2	5	5	3	2	4	2	4	5	1	2	3	5	5	5	3	2	3	3	3	3	3	2	2	5	5	1	40	2	3	3	2	2	5	1	0	1	2	1	1	1	2	5	0	2	4	4	4	3	2	3	2	2	4	4	4	1	6	4	3	6	4	7	3	6	4	2	1	2	1	5	5	2	2	2	1	6	7	4	1	2	3	2	3	3	3	1	2	3	1	4	2	3	1	1	2	1	1	2	1	3	7	4	4	1	2	1	1	7	3	7	1	2	3	3	1	1	3	4	3	4	4	2	2	2	2	2	1	1	1	1	40	50	60	4	5	2	2	3	1	2	1	2	1	1
2074	0	0	0	0.75	0.775	0.775	0.775	0	9	9	4	1	1	2	4	2	5	1	2	3	5	6	5	1	1	6	2	5	5	70	70	85	30	83	70	0	85	50	85	85	85	42	92	1	3	2	2	1	2	2	1	1	1	1	2	2	1	5	5	1	40	90	54	88	80	92	0	16	79	1	1	5	5	1	2	2	3	6	1	2	3	3	2	50	50	25	3	1	1	1	1	1	3	1	2	21	1	5	5	2	4	4	5	4	2	5	1	3	2	3	3	3	5	3	3	3	1	1	3	1	1	2	2	1	2	1	2	2	1	5	1	70	1	2	4	4	2	1	1	0	1	1	3	1	1	2	1	1	3	4	3	3	3	2	3	2	1	2	5	3	6	5	3	3	7	7	2	5	7	7	2	2	1	2	8	2	1	1	2	1	8	0	2	2	2	2	5	5	5	5	1	1	2	2	2	1	3	1	1	2	1	2	2	2	2	4	4	3	1	1	1	1	3	1	9	2	3	2	1	1	1	3	4	4	4	4	2	1	2	2	3	1	1	1	1	70	85	85	3	4	2	2	3	1	2	1	1	1	1
2075	0	0	0	0.573	0.586	0.586	0.586	0	9	9	6	2	2	2	2	2	1	3	2	1	3	2	1	1	3	4	1	0	0	97	97	51	40	71	97	16	50	60	97	50	97	44	78	1	4	2	1	1	2	2	1	1	1	1	2	2	5	5	5	1	44	93	57	45	86	52	1	61	97	1	1	5	5	5	2	2	2	3	2	1	1	1	2	0	50	50	3	1	1	1	2	1	2	1	2	43	1	2	3	2	4	2	4	3	1	2	1	1	1	1	1	1	1	3	3	3	1	5	5	2	2	1	1	1	1	1	2	2	1	5	2	70	1	1	5	1	1	1	1	0	1	1	3	2	2	2	5	3	5	5	1	1	3	1	1	1	1	1	4	1	4	4	1	3	1	7	7	1	7	3	1	2	1	2	5	1	1	1	1	3	10	0	3	3	2	3	5	5	5	5	1	1	1	1	1	1	2	2	2	3	1	1	2	3	2	4	2	2	2	5	1	4	5	10	1	2	3	4	3	1	3	1	3	2	1	3	1	1	1	2	3	2	2	2	1	100	70	100	1	1	1	1	2	1	2	1	2	1	1
2076	0	0	0	0.715	0.733	0.733	0.733	1	9	9	2	2	3	1	4	2	1	2	2	2	5	1	5	2	1	4	2	0	0	58	84	50	50	53	94	5	85	25	97	88	95	29	74	1	4	2	1	1	2	2	1	1	1	1	2	2	1	1	5	5	51	92	27	62	92	38	9	15	85	1	1	5	5	5	2	1	6	5	1	3	2	2	2	100	50	50	3	1	1	1	2	2	3	1	2	49	2	5	5	1	1	1	5	5	2	5	1	2	2	4	2	4	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	2	5	5	1	70	1	4	2	3	2	1	1	0	1	1	1	2	2	2	5	1	4	4	3	4	1	2	1	1	1	5	5	1	7	5	5	6	6	1	6	7	6	1	1	1	1	1	6	4	1	2	1	1	9	0	3	3	2	4	2	2	2	2	1	1	1	1	3	1	3	2	2	3	1	1	2	1	2	4	2	2	1	2	3	2	3	4	10	1	4	4	3	3	1	1	2	4	3	2	3	2	2	2	2	2	2	2	1	48	49	65	4	3	6	5	2	1	2	1	1	1	2
2081	0	0	0	1.45	1.484	1.484	1.484	0	9	9	1	1	1	2	3	1	3	1	2	1	0	5	1	2	2	3	4	5	5	50	70	97	75	41	77	60	65	64	67	50	58	51	41	3	2	2	1	1	1	1	1	2	1	1	1	2	5	5	1	1	50	40	51	51	39	51	60	50	47	1	1	5	1	5	2	2	1	5	2	1	2	2	2	100	50	50	3	2	1	1	1	2	5	9	2	38	3	5	2	1	4	1	2	4	1	3	5	1	4	2	3	3	5	3	3	5	5	5	3	2	3	3	3	2	3	3	2	2	1	1	2	58	4	2	3	4	3	1	1	0	2	2	3	2	2	2	1	0	5	2	2	3	3	3	1	2	1	2	4	3	2	6	4	2	4	4	5	3	4	7	3	2	1	1	5	5	2	7	2	3	2	7	4	4	4	5	4	4	4	5	2	2	2	3	2	1	3	2	3	4	2	3	2	2	2	4	4	2	1	2	2	4	5	5	5	1	2	2	1	1	1	3	4	5	2	4	2	1	2	2	4	1	1	1	2	77	56	78	4	5	3	4	2	1	2	1	2	1	1
2082	0	0	0	1.534	1.57	1.57	1.57	0	9	9	1	2	1	2	3	1	3	5	2	4	5	5	1	2	2	6	2	0	0	40	85	70	40	85	70	40	85	40	85	70	70	63	73	1	4	3	2	1	2	2	1	1	1	1	2	2	1	5	5	1	35	85	55	65	70	70	0	40	85	1	1	5	5	1	2	2	3	6	1	1	1	2	2	50	50	0	3	1	1	1	1	2	4	1	2	34	1	2	4	2	3	4	5	3	2	5	1	2	5	1	4	2	5	3	3	3	1	1	3	2	2	1	1	2	1	2	2	2	5	5	1	60	2	2	4	4	2	5	1	0	1	2	1	2	2	2	5	0	1	5	5	2	3	1	3	2	2	4	4	4	2	5	4	3	6	6	6	3	6	5	3	2	1	2	9	4	1	1	2	3	9	1	2	3	1	3	5	5	5	4	1	1	3	1	3	1	4	1	2	3	1	2	2	1	3	7	4	4	2	5	1	2	3	3	8	2	2	2	1	1	1	3	4	4	4	4	2	2	2	2	3	1	1	2	1	85	50	85	2	2	2	1	2	3	2	1	2	1	1
2083	0	0	0	0.749	0.775	0.775	0.775	0	9	9	5	2	1	2	4	2	3	3	2	1	1	3	1	1	3	4	2	5	5	50	60	40	60	30	70	85	70	40	40	15	40	58	23	3	4	2	1	1	1	1	1	1	1	1	1	1	5	1	1	1	38	28	68	33	15	50	60	85	15	2	5	1	1	1	2	2	2	6	1	2	2	2	2	100	50	25	3	2	1	1	2	2	2	9	2	59	3	4	4	2	5	1	6	6	1	3	5	1	2	4	1	4	5	3	3	3	1	5	5	2	2	1	1	1	1	2	1	2	1	1	1	40	4	2	4	2	2	5	1	0	2	1	3	1	1	1	1	0	4	2	2	3	3	2	2	1	1	2	2	4	4	3	4	2	7	4	4	7	4	6	1	2	1	2	2	8	1	2	3	2	0	7	4	3	3	5	2	2	2	3	2	2	2	2	3	2	3	1	1	2	1	1	2	1	1	2	4	1	1	2	1	2	7	1	9	1	4	4	3	1	3	3	4	4	4	4	2	1	1	1	3	2	1	2	1	40	50	100	3	4	4	3	2	1	1	1	2	1	2
2086	0	0	0	0.762	0.781	0.781	0.781	0	9	9	3	2	2	2	2	2	3	4	2	4	5	5	1	2	1	1	3	0	0	46	64	66	39	65	62	40	70	55	62	35	31	53	63	1	3	3	2	1	2	2	1	1	1	1	2	1	1	5	5	1	30	80	55	55	60	60	0	50	90	1	5	5	5	5	2	2	4	6	1	1	1	2	3	50	100	0	3	1	1	1	2	2	5	1	2	35	1	4	4	1	4	4	5	3	1	2	3	3	4	3	4	2	5	3	3	5	5	1	5	3	3	1	2	1	1	2	1	2	1	5	1	65	1	1	5	5	2	1	1	0	1	1	1	1	1	2	5	0	2	4	4	1	1	3	2	1	1	2	3	4	4	5	3	5	5	7	6	3	6	6	2	2	2	2	7	2	1	1	2	1	6	0	3	3	2	3	3	5	5	5	1	1	1	1	1	1	3	2	2	3	1	2	2	1	3	7	2	1	1	1	1	3	4	4	9	2	2	4	3	1	3	3	5	2	4	4	2	2	1	1	2	2	1	1	1	63	60	50	4	3	3	2	3	1	2	1	1	1	1
2087	0	0	0	0.328	0.335	0.335	0.335	0	9	9	6	2	1	2	3	1	2	3	2	4	5	5	1	2	5	1	3	0	0	40	70	50	50	31	65	30	85	30	85	85	90	31	51	2	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	37	84	53	48	70	50	3	55	97	1	1	1	1	1	2	2	3	6	1	1	1	1	2	0	50	0	3	1	1	1	1	2	5	1	2	49	1	1	6	2	4	4	2	2	2	5	1	3	5	1	4	2	1	1	2	3	1	1	1	1	2	2	1	3	3	2	2	1	5	5	1	70	1	1	5	5	1	5	1	0	1	2	3	2	2	2	5	3	1	5	5	1	3	1	1	2	1	5	4	3	2	4	5	3	6	7	7	2	1	5	1	1	1	1	6	5	2	2	1	1	6	0	2	2	1	4	3	5	5	5	1	1	1	1	3	1	4	2	1	2	1	1	2	2	3	7	4	2	2	5	1	3	2	4	8	2	2	3	1	3	1	1	5	3	4	3	2	1	1	1	4	1	1	2	2	70	50	70	5	5	3	2	3	3	2	1	1	1	2
2089	0	0	0	0.558	0.578	0.578	0.578	0	9	9	6	1	1	2	4	2	4	3	2	4	5	6	1	1	1	6	1	0	0	50	60	70	40	75	70	25	80	30	60	40	60	50	75	1	4	3	2	1	2	2	1	1	1	1	2	2	1	5	5	1	43	93	50	70	85	70	0	30	85	1	1	1	5	1	2	2	2	6	2	2	2	2	3	100	100	75	3	1	2	2	2	2	7	1	2	34	1	3	2	2	3	4	4	4	2	5	3	3	4	5	4	2	5	1	2	3	1	1	3	2	2	2	1	2	1	2	2	2	5	5	1	60	1	1	4	5	2	1	1	0	1	1	1	2	2	2	5	0	1	5	5	2	3	2	1	1	1	5	4	3	4	5	2	3	6	7	6	1	7	5	2	2	1	2	8	2	1	1	1	1	8	0	2	2	1	3	4	5	5	5	1	1	2	1	3	2	4	1	1	2	1	1	3	1	3	7	4	1	2	5	1	3	3	2	10	2	2	3	1	1	1	3	5	3	4	5	2	1	1	1	2	1	1	1	1	50	50	60	4	3	3	2	2	3	2	1	2	1	1
2091	0	0	0	0.349	0.358	0.358	0.358	0	9	9	6	1	1	2	2	2	3	1	2	1	3	5	1	1	3	1	3	5	5	57	58	56	76	15	70	60	41	50	40	33	52	38	28	3	3	3	1	2	1	1	2	2	2	2	1	1	5	1	1	5	43	23	50	15	15	15	70	85	0	2	5	1	1	5	2	2	2	6	1	1	1	1	2	0	50	0	3	2	1	2	2	2	7	9	2	59	3	4	4	1	6	3	2	6	1	1	5	2	1	2	2	2	5	5	5	3	1	5	5	3	2	1	1	1	2	2	1	2	1	5	1	29	5	1	4	3	2	1	1	0	2	2	3	2	2	2	5	3	5	1	2	5	1	1	1	1	1	2	1	1	1	1	7	1	6	4	4	3	2	5	1	1	2	1	2	7	1	2	3	2	0	7	5	5	4	5	1	2	2	2	2	2	3	3	3	2	2	1	3	5	3	5	2	1	1	2	4	3	1	1	2	2	7	0	7	2	3	3	3	3	3	3	4	3	2	4	3	1	2	2	1	1	1	2	1	1	31	87	2	4	3	3	1	1	2	1	1	1	2
2092	0	0	0	0.816	0.837	0.837	0.837	0	9	9	4	1	1	2	1	2	4	1	2	4	5	5	1	1	1	3	4	5	5	40	70	70	40	61	84	40	95	15	84	95	60	51	61	1	4	3	1	1	1	1	1	1	1	1	2	2	1	1	5	1	30	80	48	57	60	55	0	41	75	1	1	1	1	1	2	2	1	7	1	1	1	1	3	0	100	0	3	1	1	2	2	2	2	2	2	34	1	1	4	2	2	4	4	1	2	5	1	3	4	4	3	1	5	3	3	3	1	1	3	2	2	1	2	2	1	1	2	2	5	5	1	60	2	1	5	4	1	1	5	0	1	1	1	1	1	2	5	1	2	5	4	2	1	1	1	1	1	5	3	3	1	7	3	2	7	7	7	7	7	3	2	2	1	2	8	2	1	1	1	1	6	1	3	4	1	5	5	5	5	5	2	2	2	2	2	1	3	2	2	3	1	1	2	1	3	7	4	1	2	5	1	4	4	4	9	2	3	3	1	3	1	1	5	2	4	5	3	1	2	2	1	1	1	2	1	75	70	75	7	5	1	1	3	1	2	1	1	1	1
2093	0	0	0	0.394	0.404	0.404	0.404	0	9	9	2	2	1	2	2	2	3	1	2	4	3	6	1	1	2	4	1	5	5	97	97	69	52	1	91	97	71	55	97	1	97	49	2	1	3	2	1	2	1	1	2	2	2	2	1	1	5	1	1	5	49	2	31	21	0	1	97	60	27	2	5	1	1	5	2	1	2	2	1	1	1	1	3	0	100	0	3	2	1	1	1	2	2	9	2	40	3	3	7	2	7	2	3	2	1	3	5	1	3	3	2	2	1	5	4	3	1	1	5	2	2	3	3	1	2	3	2	2	1	1	1	77	5	1	3	5	3	5	1	0	1	2	3	1	2	1	5	5	2	1	3	3	1	2	2	2	1	1	4	7	7	6	7	2	4	7	7	4	5	2	1	1	1	2	3	10	1	2	3	3	0	10	5	5	4	5	1	2	1	1	2	2	1	1	3	2	1	1	2	3	1	1	2	1	2	4	3	3	1	1	2	2	10	2	10	2	3	1	3	1	1	3	4	3	2	5	2	2	2	2	3	2	2	2	1	45	91	100	1	1	1	1	2	1	2	1	2	1	2
2095	0	0	0	0.67	0.685	0.685	0.685	0	9	9	3	1	1	2	1	2	4	1	2	2	3	6	1	1	1	4	1	5	5	40	60	0	70	10	80	60	90	40	80	15	0	35	25	3	3	3	1	1	1	1	2	2	1	2	1	1	5	1	1	5	49	2	49	2	0	0	97	97	1	2	5	1	1	1	2	2	1	6	1	1	1	1	1	0	0	0	3	2	1	2	2	1	3	9	2	84	3	5	6	1	6	4	4	7	1	2	5	2	2	4	2	4	5	5	5	1	1	1	5	1	1	3	1	1	1	3	2	2	1	5	1	70	5	2	2	1	4	5	1	0	1	2	1	2	2	2	5	1	4	4	4	5	1	2	2	1	1	2	1	1	4	6	1	1	7	6	5	3	6	5	2	1	1	1	0	8	1	2	3	2	0	10	5	5	4	5	1	1	2	1	2	2	3	3	4	2	3	2	3	5	1	2	2	1	1	1	4	2	1	1	1	4	7	1	8	1	2	2	3	1	3	3	4	2	2	4	2	2	2	1	2	1	1	1	1	50	80	90	2	4	3	2	3	1	2	1	1	1	1
2096	0	0	0	1.431	1.468	1.468	1.468	0	9	9	5	2	1	2	3	2	3	4	1	1	2	3	1	1	1	4	1	0	0	50	50	70	50	50	97	50	85	50	50	50	97	50	50	1	3	1	1	1	1	2	1	1	1	1	2	2	5	5	5	1	38	72	51	51	60	51	16	50	57	1	5	5	5	5	1	2	4	6	1	1	3	1	2	25	50	0	3	1	1	1	1	2	3	1	2	39	2	4	5	2	6	4	3	5	1	3	3	2	1	5	1	4	5	3	3	3	1	5	5	2	2	1	1	2	2	2	2	1	1	1	2	60	2	2	5	3	1	5	5	0	1	2	1	2	2	2	5	0	2	1	2	5	1	2	2	2	1	2	4	4	6	4	4	4	4	5	4	3	5	2	2	2	1	2	7	4	2	2	2	2	10	3	3	3	2	3	4	5	3	5	1	2	3	2	2	1	3	2	2	3	1	1	2	1	2	4	2	2	1	2	1	4	5	5	4	1	2	3	3	1	1	3	4	4	2	3	2	1	2	2	4	1	1	2	1	60	50	100	4	5	3	2	2	1	2	1	2	1	1
2097	0	0	0	0.839	0.858	0.858	0.858	0	9	9	3	1	1	2	3	1	4	1	1	1	5	6	1	2	1	3	3	5	5	15	85	50	50	31	50	42	50	15	50	0	3	37	45	3	2	3	1	1	1	1	2	1	2	1	1	1	5	1	1	1	45	9	17	33	3	0	86	17	17	2	1	1	1	1	1	2	3	6	1	1	1	1	1	0	0	0	3	2	1	1	1	2	4	8	2	49	2	4	7	2	7	4	3	6	1	1	5	2	5	5	3	3	5	3	3	5	1	1	5	3	3	3	1	2	1	3	1	2	1	5	2	50	2	3	1	1	3	5	1	0	2	1	1	2	2	2	5	0	5	3	2	5	1	2	1	2	1	2	2	1	3	7	1	3	5	7	6	4	7	5	2	1	1	1	4	6	2	2	2	1	0	5	3	5	3	5	1	5	3	4	2	2	3	1	3	2	3	1	1	2	1	1	1	1	2	4	3	3	1	2	1	5	9	2	6	2	2	2	3	3	1	1	3	3	3	3	2	1	2	1	3	2	1	2	2	50	50	85	4	6	2	2	2	1	1	1	1	1	1
2098	0	0	0	1.339	1.37	1.37	1.37	0	9	9	4	2	2	2	3	1	2	1	2	4	2	5	1	2	1	3	4	5	5	70	70	60	85	85	97	15	60	40	50	60	85	50	85	1	4	2	2	1	2	2	1	1	1	1	2	2	5	5	5	5	56	91	73	63	97	85	15	60	97	1	5	5	5	5	2	1	2	2	1	2	2	2	3	100	100	25	3	1	1	1	2	2	2	1	2	61	2	1	5	2	2	3	5	5	1	3	3	1	2	1	4	3	1	1	1	3	1	5	3	1	2	1	1	2	1	3	1	2	1	5	1	50	1	1	5	4	1	1	1	0	1	1	3	2	2	2	5	3	5	5	4	3	5	2	2	2	2	2	2	6	4	4	4	6	5	4	5	4	4	1	2	1	1	1	10	4	1	1	2	3	10	4	1	2	2	2	4	5	4	4	1	1	1	1	2	1	4	2	2	3	1	1	2	1	1	3	2	2	2	4	1	1	10	9	6	1	3	1	3	1	1	3	2	2	4	1	2	1	1	2	2	1	1	1	1	50	60	100	4	1	4	1	3	1	2	1	2	1	1
2099	0	0	0	0.702	0.719	0.719	0.719	0	9	9	4	2	1	2	2	2	4	4	2	3	5	6	5	1	1	4	1	5	1	0	70	70	15	70	85	30	15	60	97	30	60	50	70	1	4	2	1	1	2	1	1	1	1	1	2	2	1	1	5	1	50	85	60	60	85	70	15	50	70	1	1	1	1	1	2	2	3	6	1	1	1	1	1	0	0	0	3	1	1	1	2	2	5	1	2	21	1	7	5	1	7	4	6	4	1	1	1	2	5	2	4	2	5	3	3	3	1	1	5	2	3	2	2	3	1	3	1	2	5	1	1	85	1	2	5	3	3	5	1	0	1	1	1	1	1	2	1	5	3	2	4	4	1	1	1	1	2	4	5	4	6	6	4	2	3	7	1	1	7	7	2	2	1	1	9	3	1	1	3	1	10	0	2	3	2	4	2	5	4	5	1	2	3	1	2	2	3	1	2	3	1	1	2	1	1	3	4	1	1	1	1	3	3	1	9	2	2	2	1	3	1	3	4	3	3	5	3	2	1	2	2	2	1	2	2	15	30	85	4	6	3	2	2	3	2	3	1	1	1
2100	0	0	0	0.422	0.431	0.431	0.431	0	9	9	5	2	1	2	2	2	3	1	2	2	5	5	1	2	3	1	3	5	5	70	50	50	50	67	70	37	60	70	50	40	50	52	65	1	2	2	2	1	2	2	1	2	1	1	2	2	5	5	5	1	38	73	68	73	60	90	15	50	85	1	5	5	5	5	1	2	4	5	1	2	3	1	2	25	50	25	3	1	1	1	2	1	5	1	2	49	2	6	4	1	2	3	4	5	1	1	5	2	2	4	1	2	5	1	2	3	1	5	3	1	2	2	2	1	1	3	1	2	1	1	1	85	2	1	4	3	2	5	1	0	1	1	1	2	2	2	5	5	2	2	4	2	1	2	2	2	2	1	6	3	4	4	5	4	2	6	4	6	5	2	1	2	1	2	8	4	1	1	1	2	7	3	3	4	2	4	3	4	4	5	1	2	3	3	2	2	3	2	1	2	1	2	2	1	2	4	4	4	1	1	1	3	5	7	3	2	4	3	3	1	1	3	4	5	2	3	2	2	2	2	4	1	1	2	2	85	50	100	3	5	5	3	3	1	1	1	2	1	2
2103	0	0	0	1.007	1.03	1.03	1.03	0	9	9	4	1	1	2	3	1	4	1	2	2	2	6	1	1	1	4	1	5	5	75	25	20	95	1	90	30	85	10	35	45	20	16	36	3	2	3	1	2	1	1	2	2	1	1	2	1	5	1	1	1	28	23	35	30	1	15	55	55	1	2	5	1	5	1	2	2	1	3	1	1	1	1	1	0	0	0	3	2	1	1	2	2	5	9	2	86	3	6	6	1	7	2	1	4	1	2	5	2	2	5	1	4	5	5	4	5	5	5	5	2	2	3	3	2	3	3	1	1	1	5	1	60	5	2	4	1	4	5	1	0	3	2	3	2	2	2	5	1	5	2	2	4	1	3	2	3	1	2	6	1	1	7	2	1	6	3	3	5	3	2	2	1	2	1	2	4	2	2	2	2	0	6	5	5	3	5	3	3	3	4	2	2	3	3	4	2	3	1	3	4	1	2	2	2	3	6	4	2	1	1	2	2	8	1	4	2	4	2	3	1	3	3	5	2	4	4	2	2	1	2	2	1	1	2	1	35	85	95	4	4	4	5	2	3	2	1	2	1	1
2104	0	0	0	1.548	1.584	1.584	1.584	0	9	9	6	2	2	2	3	1	2	3	2	1	3	6	1	1	1	4	2	0	0	38	41	85	43	70	92	0	51	58	51	32	84	35	85	1	4	2	2	1	1	1	1	1	1	1	2	2	1	5	5	5	36	85	50	98	71	97	1	2	97	1	1	5	5	1	2	2	3	7	1	1	1	1	2	0	50	0	3	1	1	2	3	2	7	1	2	28	1	7	3	2	3	4	4	4	1	3	1	2	2	1	1	1	1	5	4	3	1	1	5	3	2	1	1	1	1	2	2	2	5	5	1	41	1	1	5	5	1	1	1	0	1	2	1	1	1	1	1	5	1	5	5	1	3	1	1	1	1	4	4	3	5	4	4	4	7	7	1	1	7	7	3	1	1	1	10	0	1	1	1	2	8	0	2	3	2	3	5	5	5	5	1	1	3	2	2	2	2	1	2	3	1	1	2	1	3	7	4	1	2	5	1	1	5	1	10	1	2	2	3	3	1	3	5	3	1	5	3	1	1	1	2	1	1	1	2	80	18	100	4	4	4	4	3	1	1	1	2	1	1
2108	0	0	0	0.949	0.971	0.971	0.971	0	9	9	5	1	1	2	3	1	3	3	2	4	5	6	1	1	1	6	1	0	0	75	30	30	30	75	50	10	90	20	25	10	25	43	83	1	2	3	2	1	2	2	1	1	1	1	2	2	1	1	1	1	43	83	48	78	75	75	10	20	90	1	1	1	5	1	2	2	2	7	1	1	1	1	2	0	50	0	3	1	1	1	2	2	7	1	2	49	2	2	6	2	6	4	2	3	2	5	1	3	1	2	2	4	5	1	2	3	1	5	5	1	2	3	2	2	2	3	1	1	5	5	1	60	1	2	3	2	2	1	1	0	1	2	3	2	2	2	5	0	3	1	2	4	3	1	1	2	2	4	4	4	1	6	3	2	6	7	6	4	5	5	2	2	1	1	7	2	2	2	1	1	8	2	2	3	1	4	5	5	5	5	1	2	2	1	3	2	3	1	1	2	1	1	2	1	3	6	4	2	1	1	1	2	5	2	9	2	3	2	3	1	1	3	3	2	4	4	3	2	2	2	1	1	1	1	2	25	50	25	3	5	1	2	2	1	2	1	2	1	1
2109	0	0	0	1.242	1.271	1.271	1.271	0	9	9	3	1	3	1	3	1	4	1	2	2	1	3	1	1	1	3	3	5	5	16	60	84	30	60	93	30	71	16	97	85	94	45	65	1	4	2	1	1	1	1	1	1	1	1	2	2	5	1	5	1	28	63	40	60	40	50	15	30	70	1	1	5	5	1	2	2	4	5	1	1	1	1	2	0	50	0	3	1	1	1	2	2	4	2	2	22	1	3	2	2	3	2	5	5	1	1	1	2	2	4	2	2	1	3	3	3	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	50	2	1	5	5	1	1	1	0	2	2	3	2	2	2	5	3	1	5	5	2	3	1	2	2	2	2	4	3	4	5	2	4	4	7	4	1	6	6	2	2	1	2	9	0	1	7	1	2	6	0	3	4	4	5	5	5	5	5	1	1	3	2	3	1	4	2	2	3	1	1	2	1	3	5	4	2	2	4	1	1	8	8	2	2	2	2	3	3	1	3	5	3	3	5	3	1	2	2	3	2	1	1	2	70	30	85	2	3	2	2	3	1	2	1	2	1	1
2110	0	0	0	0.713	0.736	0.736	0.736	0	9	9	6	1	1	2	4	2	4	3	2	1	2	6	1	1	1	4	1	0	0	30	70	75	40	60	95	20	85	40	90	85	85	40	70	1	3	3	1	1	2	1	1	1	1	1	2	2	1	1	1	1	38	88	43	78	75	70	0	15	85	1	1	1	5	1	2	2	3	6	1	1	2	1	2	50	50	0	3	1	1	1	2	2	6	1	1	31	1	2	4	2	3	4	5	2	1	3	1	2	5	2	5	1	1	1	2	3	1	1	1	2	2	1	2	3	2	1	2	2	1	5	1	90	1	1	5	5	1	5	1	0	1	1	3	1	1	2	5	1	1	5	5	1	3	1	1	2	1	2	4	3	2	5	4	3	6	6	6	2	7	5	2	2	1	2	8	5	1	1	1	1	9	1	3	2	1	3	5	5	5	5	1	1	3	1	2	2	3	1	1	2	1	2	2	2	3	7	4	2	2	5	1	1	2	3	9	2	2	2	1	3	1	1	4	3	4	4	2	1	1	1	1	1	1	1	2	90	30	60	4	4	1	2	3	3	2	1	1	1	1
