V1	VCF0009x	VCF0010x	VCF0011x	VCF0009y	VCF0009z	VCF0010z	VCF0011z	VCF0018a	VCF0050a	VCF0071c	VCF0102	VCF0104	VCF0106	VCF0108	VCF0112	VCF0113	VCF0114	VCF0118	VCF0127	VCF0128	VCF0130a	VCF0140	VCF0143	VCF0146	VCF0147	VCF0148a	VCF0149	VCF0156	VCF0157	VCF0209	VCF0210	VCF0211	VCF0212	VCF0218	VCF0223	VCF0224	VCF0227	VCF0228	VCF0232	VCF0233	VCF0253	VCF0290	VCF0291	VCF0303	VCF0305	VCF0310	VCF0346	VCF0349	VCF0358	VCF0359	VCF0360	VCF0361	VCF0370	VCF0371	VCF0372	VCF0373	VCF0374	VCF0380	VCF0386	VCF0392	VCF0412	VCF0413	VCF0414	VCF0415	VCF0424	VCF0425	VCF0426	VCF0427	VCF0428	VCF0450	VCF0475	VCF0481	VCF0487	VCF0493	VCF0501	VCF0502	VCF0503	VCF0504	VCF0605	VCF0606	VCF0609	VCF0613	VCF0624	VCF0648	VCF0649	VCF0656	VCF0703	VCF0704	VCF0719	VCF0721	VCF0723a	VCF0729	VCF0733	VCF0734	VCF0741	VCF0801	VCF0804	VCF0806	VCF0809	VCF0823	VCF0830	VCF0838	VCF0839	VCF0843	VCF0846	VCF0847	VCF0849	VCF0850	VCF0851	VCF0852	VCF0853	VCF0854	VCF0867	VCF0870	VCF0871	VCF0872	VCF0876	VCF0878	VCF0879a	VCF0880	VCF0881	VCF0886	VCF0887	VCF0888	VCF0890	VCF0894	VCF0903	VCF0905	VCF0991	VCF0992	VCF1011	VCF9005	VCF9009	VCF9013	VCF9016	VCF9017	VCF9018	VCF9021	VCF9022	VCF9023	VCF9027	VCF9028	VCF9029	VCF9030a	VCF9030b	VCF9030c	VCF9031	VCF9032	VCF9039	VCF9040	VCF9041	VCF9042	VCF9045	VCF9047	VCF9048	VCF9049	VCF9054	VCF9069	VCF9081	VCF9084	VCF9085	VCF9086	VCF9087	VCF9088	VCF9089	VCF9092	VCF9093	VCF9094	VCF9095	VCF9096	VCF9122	VCF9131	VCF9132	VCF9133	VCF9201	VCF9202	VCF9203	VCF9204	VCF9205	VCF9206	VCF9207	VCF9208	VCF9209	VCF9210	VCF9211	VCF9212	VCF9213	VCF9214	VCF9215	VCF9216	VCF9217	VCF9218	VCF9219	VCF9220	VCF9221	VCF9222	VCF9223	VCF9224	VCF9225	VCF9226	VCF9227	VCF9228	VCF9229	VCF9230	VCF9232	VCF9233	VCF9234	VCF9235	VCF9236	VCF9237	VCF9238	VCF9239	VCF9240	VCF9241	VCF9242	VCF9243	VCF9244	VCF9245	VCF9246	VCF9247	VCF9248	VCF9249	VCF9250	VCF9251	VCF9252	VCF9253	VCF9255	VCF9256	VCF9257	VCF9258	VCF9259	VCF9260	VCF9261	VCF9262	VCF9265	VCF9267	VCF9268	VCF9269	VCF9270	VCF9271	VCF9272	VCF9273	VCF9275	VCF9277	VCF9278	VCF9279	VCF9280	VCF9281	VCF9282
311	3	3	3	0	3	3	3	0	4	2	6	2	1	2	3	1	3	3	2	1	0	2	1	1	1	4	1	0	0	75	47	50	75	40	74	85	85	60	42	25	30	63	28	3	4	3	1	1	1	1	2	2	1	2	1	1	5	1	1	5	43	23	68	33	15	50	70	85	40	2	4	2	1	5	2	2	1	5	1	1	1	2	1	50	0	0	3	2	1	1	2	2	1	9	2	61	3	4	4	2	4	2	4	6	1	3	5	1	1	5	1	3	5	5	4	1	1	5	5	2	1	1	1	1	1	1	2	2	1	4	1	75	5	2	3	1	1	5	1	0	2	2	3	1	2	1	5	3	1	2	4	2	1	2	1	1	2	2	7	6	1	7	7	2	6	3	4	4	4	5	2	1	2	1	0	6	1	2	3	1	3	5	4	4	2	5	2	3	3	3	2	2	3	3	4	2	3	2	2	3	2	3	3	1	2	4	4	2	1	1	1	4	7	3	7	1	2	2	3	3	1	3	3	3	4	3	1	1	1	1	2	1	1	2	2	50	63	75	2	2	2	2	2	2	2	1	2	1	1
312	1	1	1	0	1	1	1	0	2	1	2	1	1	2	4	2	3	5	2	4	5	5	1	1	1	1	3	1	5	0	60	70	15	40	85	0	85	30	85	70	85	20	70	1	3	2	1	1	1	1	1	1	1	1	2	2	1	1	5	1	30	80	25	75	60	50	0	0	70	1	1	1	5	1	2	2	2	7	1	1	1	3	1	25	0	0	3	1	1	1	1	2	1	1	2	21	1	3	1	1	1	4	5	3	2	5	1	3	5	1	5	1	1	3	3	3	1	1	3	1	2	1	1	3	1	2	2	2	1	5	1	60	2	1	5	4	2	1	1	0	1	1	3	1	1	2	5	5	1	5	5	2	1	1	1	3	1	2	3	4	3	6	4	4	6	7	7	1	7	6	2	2	1	2	7	1	1	1	2	2	6	0	3	2	2	4	5	4	5	5	1	1	3	3	2	2	3	2	2	3	1	1	1	1	3	7	4	2	1	1	1	2	3	3	9	2	3	3	3	3	1	3	3	3	4	2	2	2	2	2	2	1	1	2	2	70	15	15	4	4	3	2	3	1	2	1	1	1	1
313	1	1	1	0	1	1	1	0	1	1	7	1	1	2	2	2	4	3	2	1	1	6	1	2	1	4	1	0	0	70	60	40	70	40	97	60	97	30	60	40	70	50	40	3	2	3	1	1	1	1	2	1	1	1	1	1	5	1	1	1	55	35	58	23	40	30	70	85	30	2	5	1	1	1	2	2	1	4	1	1	1	1	3	0	100	0	3	2	1	1	1	2	3	9	2	64	3	5	5	1	3	2	3	5	1	1	5	2	2	2	1	2	5	1	2	3	5	3	3	2	2	1	2	1	2	3	2	2	1	5	2	70	5	1	2	1	2	5	5	0	2	1	3	2	2	2	5	0	2	2	2	2	1	2	1	2	2	1	3	1	2	1	2	1	6	5	5	3	6	5	2	1	2	1	4	6	1	2	3	2	4	6	4	4	4	5	3	2	2	2	2	2	3	1	3	2	3	1	1	2	1	1	2	1	3	6	3	2	1	2	1	4	6	2	8	1	2	3	3	1	3	1	3	3	2	3	2	1	2	2	2	1	1	2	2	70	85	100	3	4	3	2	3	2	2	1	2	1	1
318	0	0	0	0	0	0	0	0	1	1	5	1	1	2	2	2	4	3	2	2	0	6	5	1	5	4	1	0	0	60	70	40	70	70	70	60	85	60	60	40	70	65	55	1	3	3	2	1	1	1	1	1	1	1	1	2	1	1	1	1	55	65	73	63	70	85	40	60	70	1	1	1	1	1	2	2	3	5	2	1	1	1	2	0	50	50	3	1	1	2	1	2	7	1	2	64	2	3	3	2	4	2	3	5	1	3	5	2	2	1	2	2	5	3	3	3	1	1	3	2	1	1	1	1	3	2	2	2	1	5	1	60	4	1	4	2	1	1	5	0	2	2	1	1	1	1	1	3	2	2	4	2	3	1	1	1	1	2	5	4	5	5	4	3	4	5	6	4	6	6	1	1	1	2	7	7	1	2	1	3	7	6	3	2	3	3	4	4	4	4	1	2	1	1	2	2	3	1	1	2	1	2	2	2	1	1	1	2	2	5	1	3	5	4	6	2	3	4	3	1	3	3	5	3	3	5	2	1	2	2	2	1	1	2	2	30	60	85	4	4	3	3	2	2	2	1	2	1	2
319	0	0	0	0	0	0	0	0	1	2	3	2	2	2	3	1	2	1	2	1	1	5	1	2	4	1	3	1	1	60	85	85	85	70	85	30	85	60	70	15	70	50	70	1	4	2	2	1	2	2	1	1	1	1	2	2	1	5	5	1	49	99	53	63	97	65	0	46	97	1	1	5	1	1	2	1	6	2	1	1	1	2	2	50	50	0	3	1	1	1	2	2	2	1	2	49	3	1	2	2	3	4	4	3	1	3	1	1	2	2	2	2	1	1	2	3	1	1	5	1	1	1	1	1	1	3	2	2	5	5	1	40	2	2	2	1	2	1	1	0	1	2	1	1	1	2	5	3	2	4	4	2	5	1	1	1	1	4	2	4	1	5	1	5	7	7	7	1	7	7	1	2	1	1	10	3	1	1	1	1	8	0	1	1	1	2	4	5	2	5	1	1	2	2	2	2	2	2	1	2	1	1	2	1	3	7	4	2	2	5	1	1	8	10	2	1	2	3	3	1	3	3	5	3	2	5	3	1	1	1	4	2	1	2	2	60	60	100	2	4	1	1	3	1	1	1	1	1	1
320	1	1	1	0	1	1	1	0	1	1	3	1	1	2	3	1	4	1	2	1	5	6	1	1	1	6	1	5	5	60	30	15	85	10	50	60	70	15	60	0	15	35	25	3	3	3	1	2	1	1	2	2	2	1	1	2	5	1	1	1	43	23	35	35	15	20	70	50	20	2	5	1	1	1	2	2	2	4	1	1	1	1	3	0	100	0	3	2	1	1	1	2	2	9	2	84	3	7	7	2	7	2	1	6	2	5	5	3	2	5	1	5	5	1	2	5	5	5	3	1	1	3	3	3	3	3	2	2	1	5	1	70	5	2	3	3	2	5	5	0	2	2	1	2	2	2	1	0	2	1	2	5	1	3	3	3	1	2	3	1	1	7	2	1	6	4	5	3	5	5	2	1	2	1	0	8	1	2	3	3	0	7	5	5	5	5	2	3	3	1	2	2	1	3	4	2	2	1	1	2	2	3	2	1	3	6	4	3	1	1	3	1	9	1	6	2	2	2	1	3	1	1	4	1	5	2	2	2	2	2	1	1	1	2	1	30	50	70	4	4	4	4	1	1	1	1	2	1	1
323	1	1	1	0	1	1	1	0	2	1	4	1	1	2	3	2	4	1	2	1	3	5	1	2	1	4	1	5	5	70	30	0	60	15	60	15	85	0	30	60	50	15	50	3	3	2	1	2	1	1	2	2	2	1	2	1	5	1	1	5	50	15	60	40	15	50	85	70	15	2	5	1	5	1	2	2	1	3	1	1	1	1	1	0	0	0	3	2	1	1	2	2	1	9	2	79	3	4	3	2	4	3	4	5	1	1	5	2	2	4	2	4	1	5	4	1	1	1	5	1	2	2	2	1	1	2	2	2	2	5	1	60	5	1	2	3	3	5	1	0	2	1	1	2	2	2	5	1	2	1	4	4	1	2	2	1	1	2	3	7	2	6	6	2	6	5	6	4	4	5	3	1	2	1	4	4	2	2	2	2	3	8	5	4	4	5	2	3	2	2	2	2	3	3	4	2	1	2	3	4	1	1	2	1	2	4	4	2	1	1	2	2	7	2	3	1	3	3	3	2	2	2	4	2	3	4	2	2	2	2	4	1	1	2	1	50	60	10	2	2	2	2	3	1	2	1	1	1	1
324	2	2	2	0	2	2	2	0	3	1	5	1	2	2	3	1	2	2	2	1	4	2	1	2	7	6	1	0	0	70	50	70	60	60	97	50	80	50	30	20	40	55	55	1	3	3	2	1	1	2	1	1	1	1	1	1	1	5	5	1	35	85	70	50	70	70	0	70	97	1	5	5	5	5	1	1	2	3	2	1	3	1	1	25	0	50	3	1	1	1	1	2	2	1	2	44	1	4	4	1	1	4	5	5	1	1	5	2	2	4	5	4	1	3	3	3	5	5	3	2	1	1	3	3	1	1	2	2	5	5	1	85	1	4	2	2	1	1	5	0	1	1	3	2	2	2	5	0	2	3	2	1	1	2	1	1	1	5	6	1	6	7	6	6	4	5	3	7	3	2	3	2	1	1	10	5	1	1	1	3	10	3	1	3	3	1	4	4	4	4	1	1	3	2	2	2	2	2	2	3	3	4	2	2	3	5	4	3	2	5	2	1	6	10	3	2	3	1	3	3	1	3	4	4	2	3	3	2	2	2	3	2	1	2	2	60	50	85	6	7	7	6	2	2	2	1	1	1	1
326	1	1	1	0	1	1	1	0	1	1	3	2	1	2	4	2	4	1	1	4	5	6	1	1	1	5	1	5	5	30	97	85	30	70	85	15	97	30	97	60	97	43	78	1	2	3	2	1	1	1	1	1	1	1	2	2	1	1	5	1	43	93	43	93	85	85	0	0	85	1	1	1	5	1	2	2	4	7	1	1	1	2	3	50	100	0	3	1	1	1	2	2	7	1	2	21	1	1	2	2	2	4	7	3	2	5	1	3	5	2	5	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	2	2	5	1	85	1	1	5	5	1	1	1	0	1	1	3	2	2	2	1	3	1	5	5	1	3	1	1	1	1	2	5	3	1	6	2	4	7	7	7	2	5	6	2	2	1	2	7	0	1	7	1	2	7	0	3	2	1	3	5	5	5	5	1	1	3	1	2	2	3	1	1	2	1	1	2	1	3	7	4	2	2	4	1	1	1	4	10	2	2	1	2	3	1	2	5	2	4	5	2	2	1	1	2	2	1	2	1	100	50	60	4	1	1	1	3	1	2	1	1	1	1
328	1	1	1	0	1	1	1	0	1	1	3	1	1	2	3	1	4	1	2	1	2	6	1	1	1	4	1	5	5	85	70	85	70	40	97	30	97	15	97	97	97	35	55	1	2	3	2	1	2	2	1	1	1	1	2	2	1	5	5	1	43	93	35	85	85	70	0	0	97	1	1	1	1	1	2	2	2	7	1	1	1	1	2	0	50	0	3	1	1	2	2	2	7	1	2	41	1	1	4	2	3	4	7	3	1	2	1	2	5	2	5	1	5	3	3	3	1	1	3	2	1	1	1	1	1	1	2	2	5	5	1	97	1	2	2	5	1	1	1	0	1	1	1	1	1	2	5	1	2	4	5	2	3	1	1	1	1	5	5	4	2	5	4	3	5	7	6	3	6	5	2	2	1	2	8	2	2	2	1	2	8	0	1	2	1	3	3	5	5	5	1	1	2	1	3	2	3	1	1	2	1	1	3	2	3	7	4	1	2	5	1	2	0	2	10	2	2	3	1	3	1	1	5	2	4	5	2	1	1	1	3	1	1	2	1	100	100	100	6	3	3	3	3	1	2	1	1	1	1
329	1	1	1	0	1	1	1	0	1	1	3	1	1	2	3	1	3	1	2	1	2	6	1	1	1	4	1	5	5	40	0	40	85	0	60	30	70	40	50	0	15	15	35	3	2	3	1	1	1	1	2	2	1	2	1	1	5	1	1	5	43	8	43	8	0	0	85	85	0	2	5	1	1	1	2	2	1	4	1	1	1	1	2	0	50	0	3	2	1	1	2	2	5	9	2	71	3	6	6	2	6	1	4	7	1	3	5	1	1	5	5	4	5	5	4	5	5	5	5	3	3	3	2	1	2	3	2	1	1	5	1	30	5	2	2	2	2	5	1	0	2	2	3	2	2	2	5	0	5	1	1	5	1	2	1	1	1	2	3	2	1	7	1	2	7	6	6	3	7	5	3	1	2	1	3	9	1	2	3	2	1	9	5	5	2	5	1	2	2	2	2	2	3	3	4	2	1	1	3	4	1	2	1	1	1	2	4	1	1	1	2	2	8	0	9	1	4	1	1	1	1	3	5	2	4	5	2	1	2	1	1	2	1	2	2	60	50	85	3	4	1	1	2	1	2	1	1	1	1
330	1	1	1	0	1	1	1	0	1	2	5	2	2	2	3	1	3	3	2	1	0	6	1	2	1	1	3	5	1	85	85	70	70	70	85	30	70	60	70	40	60	50	70	1	4	2	2	1	1	2	1	1	1	1	2	2	1	1	5	1	43	93	58	57	85	63	0	70	85	1	1	5	1	1	2	1	2	6	2	1	3	2	2	75	50	50	3	1	1	1	2	2	4	2	2	49	2	3	3	2	3	2	3	5	1	3	1	1	1	1	1	3	1	3	3	5	1	5	3	1	1	2	2	1	1	3	2	2	1	1	1	60	2	2	5	3	2	1	1	0	1	2	3	2	2	2	5	3	2	4	4	2	3	1	2	1	2	2	5	3	4	5	3	2	2	5	4	1	5	6	2	2	1	2	9	4	2	1	1	2	8	3	2	1	1	1	4	4	2	3	1	1	2	1	2	1	2	2	1	2	1	1	2	1	1	2	4	2	1	1	1	2	8	8	4	1	3	2	3	1	3	3	4	2	4	4	2	1	1	1	3	2	1	2	2	70	85	100	1	4	3	1	3	3	2	1	2	1	1
332	1	1	1	0	1	1	1	0	4	2	3	2	1	2	3	1	3	1	2	4	3	6	1	1	1	4	1	5	5	30	61	60	52	75	30	60	60	40	85	0	15	68	58	1	4	2	1	1	1	1	1	1	2	1	2	2	1	1	5	1	43	93	50	50	85	50	0	50	70	2	1	5	1	1	2	1	6	2	1	2	1	1	3	0	100	25	3	1	1	1	1	2	5	1	2	50	2	4	3	2	4	3	5	7	1	3	3	2	4	1	2	4	5	5	4	5	1	1	5	3	2	1	1	1	1	3	2	2	2	5	1	40	2	1	5	5	1	1	5	0	1	1	1	1	2	1	5	3	5	1	2	5	1	1	1	1	1	2	6	5	4	6	4	5	7	4	5	7	5	1	2	1	1	2	7	5	1	1	1	2	6	4	2	1	2	4	4	5	4	4	1	2	3	3	2	2	3	1	1	2	1	1	2	1	1	1	4	1	1	1	1	1	6	6	5	2	3	4	3	2	3	3	4	4	2	4	2	2	2	2	4	2	1	2	2	50	15	15	4	6	4	4	3	1	2	1	1	1	1
333	1	1	1	0	1	1	1	0	9	1	7	1	1	2	1	2	3	3	2	2	1	5	1	1	1	4	1	0	0	40	70	70	30	70	60	30	50	30	60	40	50	50	70	1	4	3	1	1	1	2	1	1	2	1	2	2	1	5	5	1	43	93	55	65	85	70	0	40	85	1	1	5	5	1	2	2	2	6	1	1	1	1	3	0	100	0	3	1	1	1	2	2	2	1	2	29	1	5	4	2	4	3	5	5	1	2	1	2	1	2	1	2	5	3	3	3	1	1	5	3	2	2	2	1	2	2	2	2	1	1	1	40	1	1	2	2	2	5	1	0	1	1	1	2	2	2	5	0	1	2	3	1	1	1	1	1	1	1	6	3	3	5	4	2	6	6	6	2	6	7	2	2	1	1	7	3	1	1	1	2	7	2	2	1	2	2	3	4	3	4	1	1	2	2	2	1	3	1	2	3	1	2	2	1	3	6	4	3	1	1	1	3	3	3	8	2	3	2	1	3	1	3	5	2	2	4	2	1	2	2	2	1	1	2	1	60	50	85	2	4	2	2	3	2	2	1	2	1	1
334	1	1	1	0	1	1	1	0	2	2	7	1	1	2	4	2	2	1	2	1	0	3	1	1	5	4	1	5	5	85	30	0	97	0	85	97	85	70	0	30	60	49	2	3	4	3	1	2	1	1	2	2	2	2	1	1	5	1	1	5	43	8	50	50	0	50	85	50	0	2	5	1	1	1	2	2	1	5	1	1	1	2	2	50	50	0	3	2	1	1	1	2	2	9	2	97	3	5	5	2	5	2	4	5	1	3	5	1	1	5	1	5	5	3	3	3	1	5	5	2	2	2	2	1	2	2	2	2	1	5	1	85	5	1	3	1	2	5	1	0	2	2	3	2	2	2	5	5	2	2	2	2	3	2	2	1	1	1	3	2	1	7	1	1	6	5	5	4	5	5	2	1	2	1	0	10	1	2	3	2	0	8	5	5	2	5	2	2	2	2	2	2	3	2	4	2	2	1	2	3	1	1	2	1	3	7	4	2	1	1	2	1	10	0	8	1	2	2	3	1	3	3	5	3	3	5	2	1	2	2	1	1	1	2	1	40	85	100	3	3	1	1	2	1	2	1	2	1	1
335	1	1	1	0	1	1	1	0	3	1	4	2	2	2	3	1	3	1	2	1	2	6	1	1	1	2	6	5	1	85	70	50	97	97	97	0	85	70	97	85	50	49	99	1	4	3	2	1	2	2	1	1	1	1	2	2	1	5	5	1	49	99	48	68	97	62	0	31	97	1	1	5	1	1	2	1	7	1	2	1	1	1	2	0	50	50	3	1	1	1	2	2	5	1	2	72	2	4	1	2	1	1	6	7	1	3	5	1	2	2	1	1	1	1	2	3	5	1	5	1	2	1	1	1	1	1	2	2	2	5	1	97	2	1	2	1	1	5	1	0	1	2	3	2	2	2	5	1	1	4	5	1	5	1	1	1	1	2	7	1	4	7	1	7	3	7	4	1	7	1	2	2	1	2	10	0	1	1	1	1	10	1	1	1	1	1	5	5	5	5	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	3	2	2	5	1	1	10	10	1	1	4	2	2	2	2	2	5	3	3	5	4	1	1	1	1	2	1	2	1	100	100	100	1	1	1	1	3	1	1	1	2	1	1
340	0	0	0	0	0	0	0	0	1	1	0	1	3	2	1	2	5	1	2	1	2	6	5	1	1	6	1	5	5	40	30	40	60	30	60	70	85	50	50	40	60	50	30	3	2	3	1	2	1	1	2	2	1	1	1	1	5	1	1	1	50	15	56	9	15	15	85	97	15	2	1	1	1	1	2	2	1	6	1	1	3	2	2	75	50	0	3	2	1	2	2	2	3	9	2	59	3	5	5	2	5	3	2	5	1	2	5	2	2	2	1	4	5	5	4	5	1	1	5	1	1	3	3	1	1	3	1	2	1	5	1	40	5	2	2	3	3	5	1	0	2	1	3	2	2	2	5	3	2	1	2	4	1	3	1	3	2	2	3	1	2	7	2	2	6	5	6	2	6	5	1	1	2	1	4	7	1	2	3	2	3	6	5	5	5	5	2	3	3	4	2	2	3	2	4	2	3	1	3	4	1	1	2	1	1	3	4	3	1	1	2	3	6	2	7	1	2	2	1	3	1	1	4	3	4	4	2	1	1	1	4	1	1	2	2	40	40	70	2	6	4	1	1	3	2	1	2	1	1
341	1	1	1	0	1	1	1	0	2	1	5	2	1	2	4	2	3	1	1	4	5	3	1	2	3	1	4	5	5	50	40	50	50	0	50	97	50	40	50	30	50	49	2	3	4	3	1	2	1	1	2	2	2	2	1	1	5	1	1	5	49	2	91	44	0	85	97	97	0	2	5	1	1	1	2	2	7	4	1	1	3	2	1	75	0	0	3	2	1	1	2	2	0	9	2	49	2	6	6	1	6	4	1	7	1	2	1	2	1	2	1	1	5	3	3	1	1	1	5	2	1	1	1	1	1	3	2	2	1	5	1	60	5	1	3	2	2	5	1	0	2	2	1	2	2	2	5	5	5	2	3	4	1	1	1	1	1	2	2	1	1	7	1	7	7	6	7	1	6	4	1	1	1	1	0	10	1	2	3	2	0	10	5	5	5	5	2	1	3	3	2	2	3	3	4	2	2	2	2	3	1	1	2	1	1	2	4	3	1	1	1	1	5	5	5	2	2	2	3	3	3	3	5	3	4	5	3	2	1	2	1	1	1	2	1	50	50	50	2	4	4	1	3	1	1	2	1	1	2
342	4	4	4	0	4	4	4	0	1	2	7	2	1	2	2	2	2	3	2	1	2	3	1	1	1	4	1	0	0	60	97	50	60	60	97	50	61	40	0	0	50	55	55	3	3	3	1	1	2	1	2	2	1	2	1	1	5	1	1	1	55	45	56	44	50	48	60	60	50	2	5	5	5	1	2	2	4	6	2	1	1	1	1	0	0	50	3	2	1	1	1	2	3	9	2	54	2	5	7	1	7	4	3	7	1	3	5	1	1	2	1	3	5	3	3	3	1	5	3	3	2	2	2	1	2	3	1	2	1	5	1	85	5	1	2	3	2	5	1	0	1	2	1	1	2	1	5	0	4	1	1	5	1	2	2	2	1	2	4	1	7	7	5	5	7	5	4	4	5	4	2	2	1	1	5	5	1	2	3	1	5	8	3	4	3	5	2	3	3	4	2	2	3	3	3	2	1	2	2	3	1	1	2	1	2	4	3	4	1	1	2	1	8	7	8	1	2	1	3	1	3	3	5	3	3	5	2	2	2	2	2	2	1	2	1	50	70	100	2	5	3	4	2	2	2	1	2	1	1
344	0	0	0	0	0	0	0	0	1	1	7	2	2	2	3	1	3	3	2	1	0	6	1	1	5	3	3	5	5	60	70	60	30	85	97	0	85	50	70	40	97	43	93	1	4	3	2	1	2	2	1	1	1	1	2	2	1	5	5	1	5	55	25	35	10	10	0	40	97	1	1	1	5	1	2	2	2	6	1	1	1	2	3	50	100	0	3	1	2	2	4	2	2	1	1	34	1	5	5	2	4	3	5	6	1	3	1	1	1	2	1	2	5	1	2	1	1	1	3	1	1	1	2	1	1	1	2	2	1	5	1	85	1	1	2	2	1	5	1	0	1	1	1	1	1	1	1	5	2	4	4	2	1	1	1	1	1	1	6	3	5	5	4	2	4	4	7	4	7	5	1	2	1	2	10	0	1	1	1	2	10	0	1	1	1	2	5	5	5	4	1	1	1	1	2	1	3	2	1	2	1	1	3	1	3	7	4	1	2	4	1	1	5	5	5	1	2	2	3	2	2	2	5	2	4	5	2	1	1	1	1	1	1	2	2	85	50	100	3	3	1	1	3	1	1	1	2	1	2
345	1	1	1	0	1	1	1	0	3	2	4	2	1	2	3	1	5	4	2	1	3	6	1	1	1	6	1	0	0	60	30	40	97	0	85	70	70	30	85	40	50	35	15	3	4	3	1	2	1	1	2	2	1	2	1	1	5	1	1	5	35	15	43	8	0	0	70	85	0	2	5	1	1	1	2	2	1	5	1	1	2	2	2	100	50	0	3	2	1	2	2	1	4	9	2	77	3	6	4	2	6	2	3	7	1	3	5	1	2	4	1	4	5	5	5	1	1	1	5	3	3	3	2	1	2	3	1	2	2	1	1	30	5	1	3	1	5	5	1	0	2	2	3	1	2	1	5	3	4	1	3	5	1	1	1	2	2	2	1	1	1	7	1	1	7	4	6	3	6	6	2	1	2	1	2	10	1	2	3	2	0	10	5	5	3	5	2	2	3	3	2	2	3	3	3	2	3	1	3	5	1	1	2	1	2	4	4	3	1	1	2	1	10	0	10	1	4	2	1	1	1	3	4	4	3	5	2	2	1	1	1	2	1	2	1	50	85	100	4	4	4	4	1	2	2	1	1	1	1
346	0	0	0	0	0	0	0	0	2	1	6	2	3	2	3	1	1	2	2	1	0	4	1	1	5	4	1	0	0	15	97	50	50	97	97	30	85	85	0	50	68	64	84	1	4	3	2	1	2	2	1	1	1	1	1	2	1	5	5	1	49	99	52	62	97	65	0	44	97	1	1	1	5	1	2	1	5	3	2	2	3	3	3	50	100	100	3	1	1	1	2	2	5	1	2	49	2	3	1	2	1	2	7	5	1	3	6	1	2	1	2	3	5	3	3	2	1	5	3	2	3	1	1	1	1	1	2	2	2	1	1	85	1	1	1	2	1	5	1	0	1	2	2	2	2	2	5	0	1	5	5	1	3	1	1	1	2	2	5	1	3	6	1	5	4	7	6	1	7	2	1	2	1	2	10	0	1	1	1	2	10	0	1	1	1	1	4	5	4	4	1	1	1	1	1	1	3	2	2	3	1	1	2	1	3	7	3	2	2	5	2	2	8	9	3	1	2	1	3	1	3	3	5	4	4	5	2	2	2	2	1	2	1	2	2	67	50	100	1	1	1	1	3	2	2	1	2	1	2
347	1	1	1	0	1	1	1	0	1	1	4	1	1	2	3	1	5	1	2	1	1	4	1	1	1	3	6	5	5	75	15	50	50	15	60	15	50	30	50	15	35	15	50	3	4	2	2	2	2	2	2	2	2	2	2	2	5	1	1	5	33	33	49	37	15	37	50	62	15	2	1	1	5	1	2	2	3	3	1	1	1	2	2	50	50	0	3	2	1	1	1	2	2	9	2	49	3	7	7	2	7	3	4	6	2	5	5	1	2	5	2	4	5	3	3	5	5	1	3	2	2	3	3	2	2	3	2	2	5	5	1	75	5	2	2	2	2	5	1	0	2	2	1	2	2	2	5	1	2	1	1	5	1	3	1	2	1	4	4	1	1	2	2	2	5	5	4	5	5	4	2	1	2	1	2	7	1	2	3	1	2	7	3	5	3	5	1	4	2	4	2	2	3	3	4	2	1	1	2	3	2	3	2	2	1	1	4	2	1	1	2	3	8	1	7	1	2	1	3	1	1	3	5	2	5	4	1	1	1	2	1	2	1	2	1	50	50	50	4	4	4	4	2	3	2	1	1	1	1
349	0	0	0	0	0	0	0	0	4	1	2	1	1	2	1	2	2	1	2	1	2	4	1	2	2	6	1	5	5	60	85	30	60	15	50	85	70	70	60	30	40	50	15	3	3	2	1	2	1	1	2	2	2	2	1	1	5	1	1	5	50	15	50	30	15	30	85	70	15	2	5	1	1	5	2	2	1	6	1	2	3	1	3	25	100	25	3	2	1	1	1	2	3	9	2	64	3	5	5	2	6	2	3	5	1	3	5	2	2	3	2	2	5	3	3	1	1	1	5	2	1	2	2	2	1	3	2	2	1	3	1	60	5	1	2	2	2	5	1	0	2	2	3	2	2	2	5	0	5	1	1	4	1	2	2	2	2	2	3	2	2	6	2	3	6	5	6	3	6	6	1	2	2	2	2	8	1	2	3	3	2	8	5	5	3	5	2	3	3	2	2	2	3	2	3	2	2	1	1	2	1	2	2	1	1	1	3	1	1	2	3	1	7	1	8	1	2	2	1	1	1	3	4	5	4	5	2	2	2	2	4	2	2	2	2	40	70	70	2	7	2	2	2	1	2	1	2	1	2
