"","VCF0009x","VCF0010x","VCF0011x","VCF0009y","VCF0009z","VCF0010z","VCF0011z","VCF0017","VCF0018a","VCF0018b","VCF0050a","VCF0050b","VCF0070a","VCF0071c","VCF0072a","VCF0102","VCF0104","VCF0106","VCF0108","VCF0110","VCF0112","VCF0113","VCF0114","VCF0118","VCF0127","VCF0128","VCF0130a","VCF0140","VCF0143","VCF0146","VCF0147","VCF0148a","VCF0149","VCF0156","VCF0157","VCF0209","VCF0210","VCF0211","VCF0212","VCF0218","VCF0223","VCF0224","VCF0227","VCF0228","VCF0232","VCF0233","VCF0253","VCF0290","VCF0291","VCF0303","VCF0305","VCF0310","VCF0346","VCF0349","VCF0358","VCF0359","VCF0360","VCF0361","VCF0370","VCF0371","VCF0372","VCF0373","VCF0374","VCF0380","VCF0386","VCF0392","VCF0412","VCF0413","VCF0414","VCF0415","VCF0424","VCF0425","VCF0426","VCF0427","VCF0428","VCF0450","VCF0475","VCF0481","VCF0487","VCF0493","VCF0501","VCF0502","VCF0503","VCF0504","VCF0605","VCF0606","VCF0609","VCF0613","VCF0624","VCF0648","VCF0649","VCF0656","VCF0700","VCF0702","VCF0703","VCF0704","VCF0705","VCF0707","VCF0708","VCF0709","VCF0710","VCF0712","VCF0713","VCF0714","VCF0717","VCF0718","VCF0719","VCF0720","VCF0721","VCF0723a","VCF0729","VCF0731","VCF0733","VCF0734","VCF0736","VCF0740","VCF0741","VCF0742","VCF0801","VCF0804","VCF0806","VCF0809","VCF0823","VCF0830","VCF0838","VCF0839","VCF0843","VCF0846","VCF0847","VCF0849","VCF0850","VCF0851","VCF0852","VCF0853","VCF0854","VCF0867","VCF0870","VCF0871","VCF0872","VCF0876","VCF0878","VCF0879a","VCF0880","VCF0881","VCF0886","VCF0887","VCF0888","VCF0890","VCF0894","VCF0901b","VCF0903","VCF0904","VCF0905","VCF0991","VCF0992","VCF1004","VCF1005","VCF1011","VCF1012","VCF1013","VCF1014","VCF9005","VCF9009","VCF9013","VCF9016","VCF9017","VCF9018","VCF9021","VCF9022","VCF9023","VCF9025","VCF9027","VCF9028","VCF9029","VCF9030a","VCF9030b","VCF9030c","VCF9031","VCF9032","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9047","VCF9048","VCF9049","VCF9054","VCF9069","VCF9081","VCF9084","VCF9085","VCF9086","VCF9087","VCF9088","VCF9089","VCF9092","VCF9093","VCF9094","VCF9095","VCF9096","VCF9122","VCF9131","VCF9132","VCF9133","VCF9201","VCF9202","VCF9203","VCF9204","VCF9205","VCF9206","VCF9207","VCF9208","VCF9209","VCF9210","VCF9211","VCF9212","VCF9213","VCF9214","VCF9215","VCF9216","VCF9217","VCF9218","VCF9219","VCF9220","VCF9221","VCF9222","VCF9223","VCF9224","VCF9225","VCF9226","VCF9227","VCF9228","VCF9229","VCF9230","VCF9231","VCF9232","VCF9233","VCF9234","VCF9235","VCF9236","VCF9237","VCF9238","VCF9239","VCF9240","VCF9241","VCF9242","VCF9243","VCF9244","VCF9245","VCF9246","VCF9247","VCF9248","VCF9249","VCF9250","VCF9251","VCF9252","VCF9253","VCF9255","VCF9256","VCF9257","VCF9258","VCF9259","VCF9260","VCF9261","VCF9262","VCF9263","VCF9264","VCF9265","VCF9266","VCF9267","VCF9268","VCF9269","VCF9270","VCF9271","VCF9272","VCF9273","VCF9275","VCF9277","VCF9278","VCF9279","VCF9280","VCF9281","VCF9282"
"1926",0,0,0,0.576,0.59,0.59,0.59,4,0,0,9,0,1,9,9,0,2,3,2,4,2,2,5,1,2,4,3,6,5,1,1,6,1,5,5,51,51,85,51,86,85,54,97,38,97,50,92,70,66,1,4,3,2,1,2,2,1,1,1,1,2,2,1,5,5,1,56,91,56,91,97,97,15,15,97,1,1,5,5,1,2,2,3,6,2,2,1,2,3,50,100,75,1,2,3,1,1,2,2,2,2,3,1,1,1,2,1,1,2,2,2,1,4,1,5,1,2,1,32,1,4,4,2,1,4,5,4,1,1,3,2,4,2,3,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,"IA",2,1,2,1,5,4,1,2,2,1,6,70,1,2,4,3,2,5,1,0,1,1,1,1,1,1,1,5,1,2,4,4,2,3,1,1,2,1,2,6,1,2,6,2,2,7,7,7,1,7,7,2,1,1,2,8,5,1,1,1,3,9,4,1,1,1,1,5,5,5,5,1,1,2,1,3,2,3,1,1,2,1,1,2,1,2,3,6,4,1,2,5,2,5,5,4,10,2,2,2,1,3,1,1,5,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,85,52,0,3,3,3,2,2,3,1,1,1,1,1
"1927",0,0,0,1.986,2.035,2.035,2.035,4,0,0,9,0,1,9,9,7,2,3,1,2,4,2,3,3,2,2,5,2,1,2,5,4,2,0,0,70,85,85,85,85,97,84,85,97,85,51,73,999,99,1,4,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,43,93,65,9,85,19,0,85,53,2,5,5,5,5,2,1,2,4,2,2,1,1,3,0,100,75,1,2,3,1,1,2,1,2,1,4,1,2,1,1,1,1,1,1,1,5,7,1,5,2,2,2,49,3,1,7,1,7,2,3,1,1,1,5,2,3,1,2,3,1,1,2,3,5,1,1,2,2,3,3,3,2,2,"CA",2,1,2,1,5,4,1,2,2,1,6,97,2,1,2,3,2,5,1,0,1,1,1,1,2,2,2,5,0,3,2,3,3,3,2,2,1,1,1,4,4,6,4,6,2,2,3,2,1,4,6,2,1,1,1,10,0,1,1,1,2,10,5,2,2,2,2,5,5,5,5,1,2,2,2,2,1,3,2,2,3,3,4,2,1,2,2,4,2,2,1,1,1,4,8,8,0,2,3,2,3,1,3,3,4,3,3,4,2,2,2,2,4,2,1,2,1,1,1,1,70,70,100,1,2,1,2,2,3,1,2,1,1,1
"1928",0,0,0,0.723,0.739,0.739,0.739,4,0,0,9,0,1,9,9,2,1,1,2,4,2,2,1,1,2,1,5,6,1,1,1,3,3,5,5,22,58,69,59,70,43,40,45,36,86,22,90,55,65,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,50,55,45,15,50,15,60,70,1,1,1,1,1,2,2,1,7,1,1,1,1,2,0,50,0,1,1,2,NA,3,1,1,4,4,1,2,1,2,1,1,1,1,2,2,1,6,5,NA,2,2,2,44,1,4,3,1,6,3,4,3,2,5,1,3,4,2,4,2,5,3,3,5,1,1,5,2,2,2,2,1,2,3,"NE",2,1,2,5,5,4,1,2,2,1,6,58,5,2,2,4,2,5,1,3,1,1,2,3,2,2,2,5,0,3,2,4,3,1,1,2,3,2,4,2,2,2,6,2,2,6,7,7,2,6,7,2,1,1,2,0,4,1,7,3,2,6,1,3,2,2,4,4,5,5,4,2,1,3,1,2,2,3,2,1,2,1,1,2,1,2,2,4,4,1,2,4,1,2,4,0,10,2,2,3,3,3,1,1,3,3,2,4,2,1,1,2,4,2,1,2,1,7,2,1,61,30,61,2,5,2,2,2,3,1,3,2,1,2
"1929",0,0,0,0.413,0.423,0.423,0.423,4,0,0,9,0,1,9,9,2,1,1,2,4,3,1,4,1,2,1,4,6,1,2,2,4,1,5,5,60,40,40,60,15,50,30,85,0,85,70,50,23,43,3,2,3,1,1,1,1,1,1,1,1,1,1,5,1,5,1,23,43,97,38,15,78,30,50,40,2,1,1,1,1,2,2,1,7,1,1,1,1,1,0,0,0,1,1,2,NA,2,1,2,3,4,1,2,2,1,2,1,1,1,2,2,1,7,5,NA,2,2,2,59,3,6,6,2,5,3,3,4,1,1,5,2,3,2,2,1,5,3,3,3,1,1,1,1,1,3,1,1,1,3,"FL",2,1,2,5,5,4,1,2,2,2,6,60,4,4,4,1,4,5,5,2,1,1,2,1,2,2,2,5,5,4,4,2,4,1,2,1,2,1,2,3,3,1,7,1,2,4,5,6,3,7,6,1,1,2,1,4,5,2,1,3,1,1,3,4,3,3,5,4,5,4,3,2,2,2,1,3,2,3,2,2,3,2,3,2,1,2,2,4,4,2,1,2,2,3,6,1,9,1,4,2,3,1,1,3,2,3,4,3,3,2,2,2,2,1,1,2,1,7,2,1,50,40,70,3,5,3,2,2,1,1,1,1,1,2
"1930",0,0,0,0.927,0.957,0.957,0.957,4,0,0,9,0,1,9,9,2,2,1,2,4,4,2,2,1,2,4,5,6,1,2,7,4,1,5,5,0,85,70,30,51,50,51,50,55,85,60,85,51,50,1,3,3,1,1,1,1,1,1,1,1,2,2,5,5,1,1,29,78,27,74,57,51,1,3,72,1,5,5,5,5,2,2,2,6,1,1,1,1,2,0,50,0,2,2,3,1,1,1,1,1,1,5,4,2,2,1,1,1,1,2,2,1,2,9,1,2,2,2,29,3,6,3,2,1,4,4,2,2,5,1,3,5,2,4,2,1,3,3,3,1,1,1,2,2,2,1,1,1,1,"CO",1,2,2,1,5,1,1,1,1,1,1,65,2,2,5,5,2,1,1,0,1,1,1,1,1,1,2,5,1,1,5,5,2,3,1,1,1,1,2,5,3,3,6,4,3,6,7,7,5,7,6,2,2,1,2,9,2,1,1,2,3,6,0,3,4,3,4,5,5,5,5,1,2,3,2,2,2,4,2,2,3,1,1,2,1,2,3,7,3,1,1,2,1,1,4,2,9,2,3,2,1,3,1,1,5,3,4,4,3,2,2,2,2,1,1,2,1,7,2,1,75,0,40,4,4,4,4,3,2,2,1,1,1,2
"1931",0,0,0,0.551,0.57,0.57,0.57,4,0,0,9,0,1,9,9,4,2,1,2,4,4,2,4,1,2,1,4,6,1,1,2,6,1,5,5,45,50,95,5,85,70,2,80,0,90,50,95,44,92,1,4,3,2,1,2,2,1,1,1,1,2,2,1,5,5,1,45,95,39,89,90,78,0,0,97,1,1,5,5,1,2,2,3,7,2,3,1,1,3,0,100,100,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,7,1,1,1,1,1,4,1,1,7,2,2,4,5,3,2,5,1,3,5,2,5,2,1,1,2,3,1,1,1,2,2,1,2,1,1,2,"CA",1,2,2,1,5,1,1,1,1,1,1,45,1,1,5,5,2,5,1,0,1,1,1,3,2,2,2,5,1,2,5,4,2,3,1,1,2,1,2,4,2,3,5,3,3,7,7,7,1,7,6,1,2,1,2,10,0,1,1,1,1,8,0,2,1,1,2,5,5,5,5,1,1,3,1,2,2,4,1,1,1,1,1,3,1,2,3,6,4,2,2,4,1,3,1,2,10,2,2,2,1,3,1,1,5,2,4,5,3,1,1,1,1,1,1,1,1,1,1,1,65,45,50,2,3,1,1,3,1,2,1,2,1,2
"1932",0,0,0,0.477,0.488,0.488,0.488,4,0,0,9,0,1,9,9,2,2,1,2,4,3,2,4,1,2,4,3,6,1,1,2,3,4,5,5,70,30,51,70,63,40,58,26,60,50,65,30,61,53,2,1,1,1,1,1,1,1,1,2,1,1,1,5,5,1,1,75,50,74,34,75,44,75,60,85,1,5,5,5,5,2,2,4,4,1,3,3,1,3,25,100,50,2,2,3,2,2,1,1,3,3,3,1,2,1,1,1,1,1,1,1,5,7,7,NA,2,2,2,58,2,7,5,1,5,1,4,1,2,5,3,3,4,2,3,2,5,5,4,1,1,5,5,3,2,2,2,2,2,2,"KY",2,1,2,5,1,4,1,2,2,1,6,40,2,1,4,2,2,1,5,0,1,1,1,1,2,2,2,5,0,2,1,2,4,3,2,2,2,1,4,2,5,5,4,5,5,6,6,6,4,3,2,1,1,1,1,0,9,2,1,2,3,2,3,2,2,2,3,2,3,3,3,1,2,3,3,1,2,2,1,1,1,1,1,3,1,1,1,2,2,3,1,1,2,5,4,2,6,2,3,2,3,1,1,1,1,4,2,4,4,1,1,2,4,2,2,2,3,7,2,1,50,42,90,1,7,3,2,3,1,2,1,1,1,2
"1933",0,0,0,1.605,1.647,1.647,1.647,4,0,0,9,0,1,9,9,3,1,1,2,2,2,2,3,1,2,1,2,3,1,1,1,1,3,1,5,52,48,14,91,0,50,97,58,18,49,16,31,49,2,3,4,2,1,2,1,1,2,2,1,1,1,1,5,1,5,5,47,4,25,25,0,0,93,50,0,2,5,1,1,5,2,2,1,6,1,1,2,1,2,50,50,0,2,2,3,2,2,1,2,3,4,4,2,2,2,1,1,1,1,2,1,1,2,9,1,2,2,2,87,3,6,7,2,7,2,2,1,1,3,5,1,5,3,1,4,5,5,5,3,1,1,5,2,2,2,1,2,1,3,"IA",1,2,2,1,5,2,1,2,2,2,2,50,5,5,3,1,4,1,1,0,1,1,2,1,2,2,2,5,3,4,1,1,4,1,2,2,2,1,1,6,1,1,7,1,1,4,7,7,3,7,6,2,1,2,1,0,9,1,2,3,3,0,9,5,5,5,5,2,3,2,1,2,2,3,3,4,2,3,2,3,5,1,1,2,2,1,1,2,2,2,1,1,3,3,8,0,10,2,2,2,3,1,3,3,4,3,2,4,3,2,2,1,2,2,1,2,3,7,2,1,50,53,100,3,4,3,2,1,1,2,1,1,1,1
"1934",0,0,0,1.065,1.1,1.1,1.1,4,0,0,9,0,1,9,9,7,1,3,2,3,4,2,3,3,2,1,5,5,1,1,1,4,2,0,0,50,50,49,48,50,69,31,85,50,50,60,51,41,60,2,1,3,2,1,1,1,1,1,1,2,2,2,5,1,5,1,45,55,66,55,50,71,40,61,86,1,5,1,5,1,2,1,2,5,1,1,1,3,1,25,0,0,7,1,2,NA,3,1,1,4,4,1,2,2,1,1,1,1,1,1,1,5,7,5,NA,2,2,2,48,2,7,7,2,7,3,4,6,2,5,5,3,3,3,3,3,1,3,3,3,1,5,3,3,3,2,3,1,2,3,"CA",1,2,2,5,5,4,1,2,2,1,1,83,1,2,3,3,3,5,5,3,1,2,1,3,2,2,2,5,0,3,3,3,3,3,1,1,1,1,4,5,4,5,4,6,4,6,3,4,4,6,4,3,2,1,1,6,0,1,1,2,1,8,0,3,4,2,4,4,4,3,4,1,1,2,2,1,2,2,1,2,3,2,3,2,2,2,3,4,4,4,1,1,1,1,0,6,10,2,5,5,3,3,3,3,1,5,2,1,3,1,1,1,2,1,1,2,1,7,1,1,50,50,49,3,3,3,1,2,3,1,1,2,1,1
"1935",0,0,0,0.843,0.862,0.862,0.862,4,0,0,9,0,1,9,9,2,2,1,2,3,2,2,4,1,1,1,0,5,1,1,1,3,3,5,5,50,50,50,50,50,70,50,50,50,60,50,0,50,50,2,1,2,1,1,1,1,2,2,1,1,1,1,5,1,1,5,43,23,50,50,15,50,70,50,15,2,5,5,5,5,1,1,4,4,1,1,3,3,2,50,50,0,2,2,3,2,2,2,2,4,4,1,2,2,2,1,1,1,1,2,2,1,3,9,5,2,2,2,49,2,1,5,2,4,1,2,4,1,3,3,1,3,3,3,3,5,5,5,3,1,1,5,1,2,3,2,1,1,3,"KS",1,2,2,1,5,4,1,2,1,1,2,97,5,3,3,3,3,5,1,0,1,2,2,3,2,2,2,5,3,3,3,3,3,1,2,1,1,1,2,4,4,4,6,3,4,6,6,4,4,3,4,2,2,2,2,5,5,1,7,2,3,5,5,5,5,3,5,3,4,2,3,2,2,3,3,3,2,2,1,2,3,1,1,2,1,1,2,4,2,2,1,1,2,2,5,5,6,2,2,3,3,1,1,3,3,3,3,3,3,1,1,1,3,1,1,2,3,7,1,1,0,50,100,4,4,4,4,2,1,2,1,2,1,1
"1936",0,0,0,1.493,1.528,1.528,1.528,4,0,0,9,0,1,9,9,2,1,1,2,3,2,2,3,1,1,2,5,5,1,2,2,1,3,5,1,30,85,70,50,40,97,40,97,60,97,70,15,40,50,1,2,3,1,1,1,1,2,2,1,2,1,1,5,1,1,1,30,20,20,30,0,0,60,40,15,2,1,1,1,1,2,2,3,6,1,1,1,1,1,0,0,0,2,2,3,2,2,2,2,4,4,4,2,2,2,1,1,1,1,2,2,1,7,9,5,2,2,2,39,1,1,2,1,2,4,6,1,2,5,1,3,4,2,2,2,5,5,4,5,1,1,1,2,2,1,1,2,1,1,"OH",2,1,2,1,5,4,1,2,2,1,6,40,5,2,4,4,1,1,5,0,1,1,2,3,1,1,2,5,0,2,4,4,2,3,1,1,1,1,2,7,6,4,3,4,6,5,4,5,3,5,5,3,2,1,2,3,2,2,1,1,2,0,5,5,5,5,5,3,4,4,4,2,1,3,1,3,2,4,2,2,3,1,1,3,1,2,3,7,4,4,2,5,1,2,3,3,7,2,4,4,3,3,1,3,4,1,2,4,2,2,1,2,1,1,1,1,1,7,1,1,85,40,50,2,3,1,1,2,1,2,1,1,1,1
"1937",0,0,0,0.845,0.866,0.866,0.866,4,0,0,9,0,1,9,9,5,1,1,2,4,2,2,3,3,2,1,1,6,1,1,1,3,3,5,5,6,84,87,2,60,84,30,78,2,60,59,71,45,65,1,4,2,2,1,2,2,1,1,1,1,2,2,1,1,5,1,33,78,65,60,60,75,5,55,80,1,1,1,1,1,2,2,1,6,1,2,1,1,2,0,50,25,1,2,3,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,5,1,NA,2,2,2,6,1,2,3,2,3,3,5,3,1,3,1,2,2,4,2,2,5,3,3,3,1,1,3,1,3,2,2,1,1,2,"MO",2,1,2,5,5,4,1,2,2,1,6,32,2,1,5,4,1,5,5,0,1,1,2,1,1,1,1,5,3,1,4,5,2,1,2,2,2,1,4,3,2,2,6,2,2,6,7,7,3,7,6,2,2,1,2,9,0,1,1,1,2,7,0,2,4,1,3,5,5,5,5,1,1,2,1,4,2,4,2,1,2,1,1,2,1,2,3,7,4,3,1,1,2,4,2,2,9,1,2,3,1,3,1,1,4,3,4,4,3,1,1,1,2,1,1,2,1,1,1,1,62,2,84,4,4,3,2,3,1,1,1,1,1,1
"1938",0,0,0,2.802,2.87,2.87,2.87,4,0,0,9,0,1,9,9,1,1,1,2,2,2,2,3,1,2,1,2,3,1,2,2,1,4,5,5,61,51,1,97,14,60,16,90,32,69,17,2,999,99,1,3,1,1,2,2,2,2,2,2,2,2,2,5,5,1,5,66,19,69,2,35,10,97,85,0,1,5,5,5,5,2,2,1,7,1,1,1,2,2,50,50,0,2,2,3,2,2,1,2,3,4,3,2,1,2,1,1,2,2,2,2,1,2,9,NA,2,2,1,97,3,7,5,1,7,2,1,7,1,3,5,1,1,5,1,2,5,3,3,3,1,1,5,2,2,2,3,1,3,3,"OH",2,1,2,1,1,4,1,2,2,1,5,71,5,1,3,1,3,1,1,0,1,1,2,3,2,2,2,5,1,5,1,3,5,5,2,2,3,1,2,1,1,1,4,3,1,7,4,7,4,4,7,3,1,2,1,0,3,1,2,2,1,0,9,2,5,4,4,4,3,4,4,2,2,3,2,3,2,1,2,2,3,2,3,2,1,2,1,1,2,2,2,5,2,1,5,0,5,1,3,3,3,3,1,3,5,3,5,5,2,1,2,2,4,1,1,2,3,1,2,1,0,60,83,2,2,1,1,2,1,1,1,1,2,1
"1939",0,0,0,0.366,0.374,0.374,0.374,4,0,0,9,0,1,9,9,2,2,2,2,4,2,2,1,1,2,1,2,6,1,2,2,4,1,5,5,70,70,85,70,87,97,0,97,50,97,97,85,44,94,1,3,3,1,1,2,1,1,1,1,1,2,2,1,5,5,1,39,89,50,50,77,50,0,50,97,1,1,5,5,5,2,2,2,6,1,1,1,1,3,0,100,0,1,1,2,NA,3,1,1,4,4,1,1,2,1,1,1,1,1,1,2,1,5,4,NA,2,2,2,41,1,4,7,2,6,4,5,4,1,3,3,2,4,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"OH",1,2,2,5,1,3,3,2,2,1,2,70,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,5,0,2,5,5,2,5,1,1,1,1,5,4,4,3,5,4,3,4,4,7,4,4,7,1,1,1,2,8,0,2,1,2,3,9,0,2,2,2,3,5,5,5,5,1,1,2,1,1,1,4,2,1,1,2,3,3,2,2,3,6,4,1,2,4,1,2,8,8,0,1,2,1,3,1,3,3,5,2,3,5,3,1,1,1,2,1,1,1,1,7,1,1,100,85,100,2,2,2,2,3,1,2,1,1,1,1
"1940",0,0,0,1.051,1.075,1.075,1.075,4,0,0,9,0,1,9,9,5,1,1,2,3,3,1,3,1,2,1,0,5,1,1,1,1,3,5,1,61,50,40,90,2,70,87,62,70,60,28,10,45,8,3,2,3,1,1,1,1,2,2,1,1,1,1,5,1,1,5,44,8,50,51,2,51,86,49,2,2,5,1,1,5,2,2,2,6,1,1,1,1,1,0,0,0,2,2,3,2,2,2,2,4,4,4,2,2,2,1,1,2,1,2,2,1,5,9,5,2,2,2,74,3,6,7,2,5,1,2,5,1,3,5,2,2,5,1,4,5,3,3,3,1,5,5,2,3,3,2,2,1,3,"NC",2,1,2,1,5,4,1,1,2,1,6,62,5,4,2,2,4,1,1,0,2,1,2,1,1,1,2,5,1,3,2,2,4,1,2,2,1,1,1,2,1,2,6,2,3,5,5,6,2,7,5,2,1,2,1,4,8,1,2,3,1,1,7,3,5,3,5,2,3,3,3,2,2,2,2,3,2,3,2,2,3,1,1,2,1,2,2,4,4,2,1,1,2,1,8,2,8,1,4,2,3,1,3,3,5,3,3,5,2,1,1,1,1,1,1,1,1,7,1,1,25,60,95,4,5,2,2,1,1,2,1,2,1,1
"1941",0,0,0,1.027,1.061,1.061,1.061,4,0,0,9,0,1,9,9,4,1,1,2,3,4,2,5,1,2,1,3,5,1,1,1,6,1,5,5,61,60,75,16,77,74,30,75,60,85,70,80,54,74,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,42,68,43,78,60,70,24,15,85,1,1,1,1,1,2,2,3,7,1,1,3,2,3,75,100,0,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,7,1,1,2,1,2,19,1,2,5,2,6,4,5,3,1,2,1,2,4,2,5,1,5,3,3,3,1,1,5,1,1,1,3,1,2,2,"CA",1,2,2,1,5,4,2,2,1,1,1,70,1,1,4,4,2,1,5,0,1,1,1,3,1,1,2,1,3,2,2,4,3,3,2,2,1,1,2,4,2,3,6,3,4,6,6,6,3,6,5,2,1,2,1,8,1,1,1,2,2,7,1,2,3,1,3,4,4,5,4,1,1,1,1,1,1,4,1,1,2,1,2,1,2,2,2,4,4,1,1,1,1,2,6,4,9,2,2,2,1,3,1,3,5,4,4,5,2,1,1,1,2,2,1,2,1,7,1,1,80,75,70,3,4,3,2,3,1,2,1,1,1,1
"1942",0,0,0,1.407,1.453,1.453,1.453,4,0,0,9,0,1,9,9,0,2,1,2,3,4,2,4,2,2,4,5,4,1,1,3,4,1,0,0,63,63,68,64,30,60,35,50,68,74,46,85,999,99,2,1,1,1,1,1,1,1,1,1,1,2,2,5,1,5,1,10,58,97,2,17,40,2,51,43,2,5,5,5,5,2,1,4,4,1,1,3,1,3,25,100,0,7,1,2,NA,3,1,1,4,4,1,4,2,1,1,1,1,1,1,2,1,2,9,NA,2,2,2,47,2,4,7,2,6,4,4,1,2,5,5,2,3,4,3,1,5,5,5,5,1,1,5,3,3,2,2,1,1,2,"CA",1,2,2,1,5,4,1,2,2,1,2,60,4,1,4,3,4,5,5,2,1,1,2,1,2,2,2,5,0,4,1,1,4,3,1,2,1,1,1,1,7,1,1,1,4,1,7,1,1,1,4,3,2,1,2,0,3,2,1,2,2,3,1,2,4,2,4,5,5,2,5,1,2,3,3,3,2,3,1,3,4,1,1,1,2,2,2,4,4,4,1,2,1,1,3,1,3,2,2,4,1,3,1,3,1,5,2,1,2,2,2,2,4,1,1,1,1,1,2,1,61,54,63,4,4,4,4,2,3,1,2,1,1,1
"1943",0,0,0,1.885,1.934,1.934,1.934,4,0,0,9,0,1,9,9,4,2,2,2,3,3,1,3,1,2,1,0,5,1,1,1,1,3,5,5,50,50,51,2,85,85,30,71,2,51,50,50,58,78,1,4,2,2,1,1,2,1,1,1,1,2,2,1,5,5,1,33,68,50,50,50,50,15,50,97,1,5,1,5,1,2,1,2,7,1,1,1,3,1,25,0,0,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,7,1,1,2,2,2,24,3,3,4,2,4,4,3,4,1,3,3,2,3,2,3,2,1,3,3,3,1,1,3,2,2,1,1,1,1,2,"NC",2,1,2,5,5,4,1,1,2,2,6,52,1,1,4,4,2,5,1,0,1,1,1,1,2,2,2,5,0,2,3,4,1,3,1,1,2,1,4,4,4,3,5,3,2,6,6,6,2,6,6,3,2,1,2,8,0,1,1,1,1,8,0,3,2,2,3,5,5,5,5,1,2,2,1,3,2,4,2,2,3,1,2,3,2,2,2,4,4,1,2,4,1,3,4,4,5,2,3,3,3,1,3,3,4,3,2,4,2,2,2,1,3,1,1,2,1,1,1,1,72,0,84,3,3,3,3,3,1,2,1,2,1,1
"1944",0,0,0,2.796,2.864,2.864,2.864,4,0,0,9,0,1,9,9,4,2,1,2,2,3,2,3,2,1,2,5,3,1,1,1,1,3,0,0,50,70,50,50,40,97,60,85,40,50,0,50,50,40,3,2,2,1,1,1,1,2,2,1,2,1,1,5,1,1,1,41,9,64,36,0,50,82,78,15,2,5,1,1,1,2,2,2,6,1,1,1,1,2,0,50,0,1,2,3,2,2,2,2,4,4,5,4,2,2,1,1,1,1,2,2,1,5,9,5,2,2,2,49,2,6,7,2,6,2,1,1,1,1,5,1,3,2,2,2,5,3,3,3,1,1,5,3,2,2,3,1,1,3,"KY",2,1,2,1,5,4,1,1,2,1,6,85,5,1,5,5,2,5,5,0,1,1,1,1,2,2,2,5,3,5,3,5,5,1,2,1,2,1,2,3,3,3,6,2,2,6,5,7,3,7,4,3,2,1,2,3,9,1,2,3,1,1,6,5,4,2,5,1,4,2,2,2,2,3,3,3,2,1,2,2,3,1,1,1,1,2,2,4,4,2,1,1,1,3,7,0,10,2,3,4,3,3,1,3,5,3,4,4,2,2,2,2,3,1,1,1,1,7,2,1,100,50,100,3,4,4,4,3,3,1,1,2,1,1
"1945",0,0,0,2.428,2.489,2.489,2.489,4,0,0,9,0,1,9,9,2,1,1,2,2,1,2,2,2,1,1,5,3,1,2,2,1,4,0,0,70,95,40,85,60,90,15,95,40,97,15,0,38,73,1,3,3,2,1,2,1,1,1,1,1,2,2,1,1,5,1,30,80,33,68,60,50,0,15,70,1,5,5,5,5,2,1,3,1,2,2,1,1,3,0,100,75,1,2,3,1,1,1,2,1,2,1,3,2,2,1,1,1,1,2,1,1,7,9,1,2,2,2,71,2,4,7,2,3,3,6,6,2,5,5,3,5,2,4,3,5,1,1,3,1,1,3,1,1,1,2,2,2,2,"MA",2,1,1,1,1,4,1,1,2,1,7,60,1,2,1,2,4,1,1,0,1,1,1,1,2,2,2,1,3,5,1,1,5,3,3,1,2,2,1,3,2,5,2,6,2,7,7,1,7,6,1,3,2,2,1,4,5,2,1,1,2,0,1,3,4,3,5,5,5,5,5,1,2,3,3,3,2,3,1,2,3,3,4,1,1,2,3,7,2,1,2,5,2,4,5,6,3,1,2,3,1,3,1,1,2,3,1,1,4,1,2,2,1,1,1,1,1,7,1,1,100,41,85,1,2,1,3,2,3,1,2,1,1,1
"1946",0,0,0,1.086,1.112,1.112,1.112,4,0,0,9,0,1,9,9,7,1,1,2,2,1,2,4,3,2,2,2,3,1,1,1,4,1,0,0,70,50,40,85,0,60,60,70,40,85,0,50,30,20,3,2,3,1,2,1,1,2,2,1,1,1,1,5,1,1,5,43,8,73,38,0,60,85,85,0,2,5,1,1,1,2,2,1,6,1,1,1,1,1,0,0,0,2,2,3,2,2,1,2,3,4,4,2,2,2,1,1,1,1,2,2,1,7,9,NA,2,2,2,71,3,7,7,2,6,2,2,7,1,3,5,2,1,4,1,4,5,5,5,1,1,1,1,3,1,3,2,1,3,3,"NY",2,1,2,1,5,4,1,2,2,1,5,70,5,1,2,4,4,5,1,0,1,2,1,3,2,2,2,5,1,4,2,2,5,1,3,1,1,1,1,1,1,1,7,1,1,7,6,7,2,7,5,2,1,1,1,2,9,1,2,3,2,3,8,5,4,3,5,1,2,2,1,2,2,3,3,4,2,2,1,3,5,1,1,1,3,1,3,6,2,2,2,5,2,2,6,1,9,2,3,3,3,1,1,3,5,3,3,5,4,1,2,2,1,1,1,1,1,7,1,1,85,50,100,2,3,2,2,2,3,1,1,1,1,1
